uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean,tokens,tokens_str
at://did:plc:ev7crf6ciwctafk7l42tan5u/app.bsky.feed.post/3mcs5qqtp2c2r,bafyreib52oayrcw5an3atd76n6rapkxzldqkttvn3uhuwhom2rgk2y4bn4,"BBB 26: Equipe de Jordana emite nota de repúdio
ofuxico.com.br/reality-show...",2026-01-19 17:21:54.517000+00:00,0,0,1,2026-01-19 17:21:59.731000+00:00,ofuxicooficial.bsky.social,OFuxico Oficial,did:plc:ev7crf6ciwctafk7l42tan5u,bbb 26 equipe de jordana emite nota de repúdio ofuxico com br reality show,"['equipe', 'jordana', 'emite', 'nota', 'repúdio', 'ofuxico', 'reality', 'show']",equipe jordana emite nota repúdio ofuxico reality show
at://did:plc:zhxilmc2656kcz7i376kh257/app.bsky.feed.post/3mcqdckq6zs26,bafyreih7pk5djqgfasvt5arbe5imuz534e4736w67srjrfhfnitfh62gn4,"Pedro desistiu do BBB 26 após tentar beijar Jordana na dispensa

📲 Clique aqui e confira 👇",2026-01-18 23:56:01.323000+00:00,0,0,0,2026-01-18 23:56:04.731000+00:00,portalitatiaia.bsky.social,Itatiaia,did:plc:zhxilmc2656kcz7i376kh257,pedro desistiu do bbb 26 após tentar beijar jordana na dispensa clique aqui e confira,"['pedro', 'desistiu', 'após', 'tentar', 'beijar', 'jordana', 'dispensa', 'clique', 'confira']",pedro desistiu após tentar beijar jordana dispensa clique confira
at://did:plc:xpp6hxou7rx5qcr7n4yhntop/app.bsky.feed.post/3mbzypprjxr42,bafyreihxr5e56s7xijlefpajepynjgckoolisxdzdvii2fds4djmakoejq,A Jordana da casa de vidro tem a mesma cara daquela influenciadora que supostamente estaria grávida do Neymar....rsrsrs #bbb #bbb26,,0,0,0,2026-01-10 02:57:38.229000+00:00,femagon1982.ursal.zone.ap.brid.gy,Felipe Machado,did:plc:xpp6hxou7rx5qcr7n4yhntop,a jordana da casa de vidro tem a mesma cara daquela influenciadora que supostamente estaria grávida do neymar rsrsrs #bbb #bbb26,"['jordana', 'casa', 'vidro', 'mesma', 'cara', 'daquela', 'influenciadora', 'supostamente', 'estaria', 'grávida', 'neymar', 'rsrsrs']",jordana casa vidro mesma cara daquela influenciadora supostamente estaria grávida neymar rsrsrs
at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3mcczgxaq6nj2,bafyreickwq7nupa2qlcrowlknopkh4shw7s34mgrnwxtrfkwhr3pazn6oq,"Equipe de Jordana nega fraude em cotas no primeiro pronunciamento do BBB 26
https://pipocamoderna.com.br/2026/01/bbb-26-jordana-morais-cotas/?utm_source=flipboard&utm_medium=activitypub 

Posted into Entretenimento @entretenimento-FlipboardBR",,0,1,0,2026-01-13 16:57:12.333000+00:00,flipboardbr.flipboard.com.ap.brid.gy,Flipboard Brasil,did:plc:zwxl6dnun52q3ywiao2ad3if,equipe de jordana nega fraude em cotas no primeiro pronunciamento do bbb 26 posted into entretenimento @entretenimento flipboardbr,"['equipe', 'jordana', 'nega', 'fraude', 'cotas', 'primeiro', 'pronunciamento', 'posted', 'into', 'entretenimento', 'flipboardbr']",equipe jordana nega fraude cotas primeiro pronunciamento posted into entretenimento flipboardbr
at://did:plc:hl5qwbghniwqup3j6r7xwekz/app.bsky.feed.post/3mcsolzl3ms2s,bafyreiazmnlqmtmx7f4yrg2wrnbhmi76msetkujjy7c7egcjyehyyseiuq,"🧿Ana Maria Braga choca ao esculachar Pedro ao vivo após assédio no 'BBB 26'

Vendedor desistiu do programa após tentar beijar Jordana à força.",2026-01-19 22:23:29.511000+00:00,0,0,0,2026-01-19 22:23:32.536000+00:00,correiocb.bsky.social,Correio Braziliense,did:plc:hl5qwbghniwqup3j6r7xwekz,ana maria braga choca ao esculachar pedro ao vivo após assédio no bbb 26 vendedor desistiu do programa após tentar beijar jordana à força,"['ana', 'maria', 'braga', 'choca', 'esculachar', 'pedro', 'vivo', 'após', 'assédio', 'vendedor', 'desistiu', 'programa', 'após', 'tentar', 'beijar', 'jordana', 'força']",ana maria braga choca esculachar pedro vivo após assédio vendedor desistiu programa após tentar beijar jordana força
at://did:plc:jntzc6rlj7k6ptc6rou4qqtd/app.bsky.feed.post/3mcisrugrmc2p,bafyreihhq6qu2st4ma4z6mi657yqm73hcgsbjtrv4kjdzqigf2vj3s3p7q,"Aliados condenam proibição de TV na cela de Bolsonaro: ""Tá perdendo o BBB""

Ele nem vai poder puxar mutirão quando a Jordana Maia (União Brasil-DF) estiver no paredão",2026-01-16 00:11:43.038000+00:00,0,0,0,2026-01-16 00:11:43.833000+00:00,apiedpiper.bsky.social,archaic lonely star blues,did:plc:jntzc6rlj7k6ptc6rou4qqtd,aliados condenam proibição de tv na cela de bolsonaro tá perdendo o bbb ele nem vai poder puxar mutirão quando a jordana maia união brasil df estiver no paredão,"['aliados', 'condenam', 'proibição', 'cela', 'bolsonaro', 'perdendo', 'poder', 'puxar', 'mutirão', 'jordana', 'maia', 'união', 'brasil', 'estiver', 'paredão']",aliados condenam proibição cela bolsonaro perdendo poder puxar mutirão jordana maia união brasil estiver paredão
at://did:plc:gkpwvighanweocgoffobi6l4/app.bsky.feed.post/3mcrevj2wk22u,bafyreid2gx3mqzf4s6m53w3s4diyi2jjtwmw4or7jxhmufbz46vr5kuwna,"REVOLTA! 🗣️ O #BBB 26 exibiu as imagens de Pedro tentando beijar Jordana na despensa e a confissão chocante no confessionário: ""Desejei ela"". Mas a forma como a Globo e Tadeu trataram o caso gerou aram revolta.  #RedeBBB 🔗 pipocamoderna.com.br/2026/01/bbb-...",2026-01-19 09:57:10.592000+00:00,0,0,0,2026-01-19 10:00:11.635000+00:00,pipocamoderna.bsky.social,Pipoca Moderna,did:plc:gkpwvighanweocgoffobi6l4,revolta o #bbb 26 exibiu as imagens de pedro tentando beijar jordana na despensa e a confissão chocante no confessionário desejei ela mas a forma como a globo e tadeu trataram o caso gerou aram revolta #redebbb pipocamoderna com br 2026 01 bbb,"['revolta', 'exibiu', 'imagens', 'pedro', 'tentando', 'beijar', 'jordana', 'despensa', 'confissão', 'chocante', 'confessionário', 'desejei', 'forma', 'globo', 'tadeu', 'trataram', 'caso', 'gerou', 'aram', 'revolta', 'pipocamoderna', '2026']",revolta exibiu imagens pedro tentando beijar jordana despensa confissão chocante confessionário desejei forma globo tadeu trataram caso gerou aram revolta pipocamoderna 2026
at://did:plc:u23x2dljjn36qxzeqhbujgq7/app.bsky.feed.post/3mcrw4u3sis2y,bafyreibchrufzfmo5aqpavqtjjmipptxhqzxvskresqfs4vfikebsghu3i,"BBB 26 😱 Equipe de Jordana Morais explode contra Pedro após assédio

📲 www.ibahia.com/diversao/tv/...

#Ibahia #BBB #BBB26 #Pedro #Jordana #TV #RealityShow #TVGlobo",2026-01-19 15:05:30.648000+00:00,0,0,1,2026-01-19 15:05:34.940000+00:00,ibahia.bsky.social,ibahia,did:plc:u23x2dljjn36qxzeqhbujgq7,bbb 26 equipe de jordana morais explode contra pedro após assédio #ibahia #bbb #bbb26 #pedro #jordana #tv #realityshow #tvglobo,"['equipe', 'jordana', 'morais', 'explode', 'pedro', 'após', 'assédio']",equipe jordana morais explode pedro após assédio
at://did:plc:xvd2egqg4dsgtsg2aq2l2s3c/app.bsky.feed.post/3mbzdgh6i422z,bafyreielenztyp54e64b53dpnhikhoyav2mwor7petts4xrzllfwzfxuoa,Eu estou muito intrigado.,2026-01-09 20:26:57.822000+00:00,1,0,0,2026-01-09 20:27:00.435000+00:00,lavammus.bsky.social,Formiga.,did:plc:xvd2egqg4dsgtsg2aq2l2s3c,eu estou muito intrigado,"['estou', 'intrigado']",estou intrigado
at://did:plc:4kstbz3pjyai6pq4pznqzgkf/app.bsky.feed.post/3mcqb4kq2f22n,bafyreidqm2aibm6xiettepurbkyfxcufomzy5ifvvozaafzksnz6yziq6m,"pedro apertou o botão pra não ser expulso por assédio. eu entendi. 

que agora a narrativa do bbb possa fluir de forma mais leve e sem ele. espero que a jordana receba cuidados e também se cuide. 

e que próxima notícia que eu veja desse safado seja dele sendo preso. #bbb26",2026-01-18 23:16:52.509000+00:00,0,0,5,2026-01-18 23:16:53.229000+00:00,marycrawley.kills.men,pam 🍄🦕,did:plc:4kstbz3pjyai6pq4pznqzgkf,pedro apertou o botão pra não ser expulso por assédio eu entendi que agora a narrativa do bbb possa fluir de forma mais leve e sem ele espero que a jordana receba cuidados e também se cuide e que próxima notícia que eu veja desse safado seja dele sendo preso #bbb26,"['pedro', 'apertou', 'botão', 'ser', 'expulso', 'assédio', 'entendi', 'narrativa', 'possa', 'fluir', 'forma', 'leve', 'espero', 'jordana', 'receba', 'cuidados', 'cuide', 'próxima', 'notícia', 'veja', 'safado', 'seja', 'sendo', 'preso']",pedro apertou botão ser expulso assédio entendi narrativa possa fluir forma leve espero jordana receba cuidados cuide próxima notícia veja safado seja sendo preso
at://did:plc:2ruar6rgum65burg5jwthixl/app.bsky.feed.post/3mcqj4tky6v2z,bafyreicp7tbxjn3w2tfvzjjmj2kflqnhgs73ncmwpziary5ybfnsvjadmq,BBB 26: Pedro saiu da casa após Jordana ter dito que foi assediada,2026-01-19 01:40:11.622000+00:00,0,0,2,2026-01-19 01:40:12.332000+00:00,cnn-brasil.bsky.social,CNN Brasil,did:plc:2ruar6rgum65burg5jwthixl,bbb 26 pedro saiu da casa após jordana ter dito que foi assediada,"['pedro', 'saiu', 'casa', 'após', 'jordana', 'ter', 'dito', 'assediada']",pedro saiu casa após jordana ter dito assediada
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mcgb4vpoys24,bafyreifpzcw4udf27ag7y3y6fiai47mbpcylkikcijkajm6ulpzjlbdoya,Alguém viu a Jordana hj no BBB? #BBB26 #BBB,2026-01-14 23:50:26.647000+00:00,0,0,3,2026-01-14 23:50:28.633000+00:00,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,alguém viu a jordana hj no bbb #bbb26 #bbb,"['alguém', 'viu', 'jordana']",alguém viu jordana
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcqchwfjxs2e,bafyreid5gae2dcd6rfwrmxaiuys5re3xvlplq73lnohleupikejbsxmkgu,"🚨URGENTE: Jordana acusa Pedro de tentar beija-la à força. 
Ela disse que ele segurou o pescoço dela. 
#BBB26 #BBB #RedeBBB",2026-01-18 23:41:07.587000+00:00,0,0,0,2026-01-18 23:41:08.439000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,urgente jordana acusa pedro de tentar beija la à força ela disse que ele segurou o pescoço dela #bbb26 #bbb #redebbb,"['urgente', 'jordana', 'acusa', 'pedro', 'tentar', 'beija', 'força', 'disse', 'segurou', 'pescoço']",urgente jordana acusa pedro tentar beija força disse segurou pescoço
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcqkql4l3h2b,bafyreibwovewkmomsa7nlvdobmfizhzrgesdqsgrtc4luz6wyck35qjsge,E o que foi essa câmera embaçada para mostrar o que o Pedro fez na dispensa com a Jordana??? Não entendi BBB #BBB #BBB26 #RedeBBB,,1,0,0,2026-01-19 02:09:08.036000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,e o que foi essa câmera embaçada para mostrar o que o pedro fez na dispensa com a jordana não entendi bbb #bbb #bbb26 #redebbb,"['câmera', 'embaçada', 'mostrar', 'pedro', 'fez', 'dispensa', 'jordana', 'entendi']",câmera embaçada mostrar pedro fez dispensa jordana entendi
at://did:plc:dikutrzrlqvn4mkpfcifm52x/app.bsky.feed.post/3mcsoo75ise2p,bafyreid5hl5hibl77uyhuofgyqdp5fa4tm5afmaci3ludiy4pzcsgkm3hm,#CNNPop https://www.cnnbrasil.com.br/entretenimento/bbb/bbb-26-sarah-da-emoji-de-mala-para-jordana-e-gera-revolta-na-web/ BBB 26: Sarah dá emoji de “mala” para Jordana e gera rev... https://www.cnnbrasil.com.br/entretenimento/bbb/bbb-26-sarah-da-emoji-de-mala-para-jordana-e-gera-revolta-na-web/,2026-01-19 22:24:40.945634+00:00,0,0,0,2026-01-19 22:24:42.933000+00:00,lehreai.bsky.social,,did:plc:dikutrzrlqvn4mkpfcifm52x,#cnnpop bbb 26 sarah dá emoji de mala para jordana e gera rev,"['sarah', 'emoji', 'mala', 'jordana', 'gera', 'rev']",sarah emoji mala jordana gera rev
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mbza24cy5g2d,bafyreig326hr6uwnb57mv7oovbk5zlx25lcnc2bo3i6etkubq6hjgavqae,"🚨CASA DE VIDRO CENTRO-OESTE!

Jordana, 29, de Paraíso do Tocantins, é advogada, modelo e influenciadora. Criada entre Goiânia e Brasília, é carismática, vaidosa e argumentativa. Vê o BBB como sonho e promete viver tudo intensamente.
#BBB26 #BBB #MaratonaBigDay",,0,0,0,2026-01-09 19:26:23.435000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,casa de vidro centro oeste jordana 29 de paraíso do tocantins é advogada modelo e influenciadora criada entre goiânia e brasília é carismática vaidosa e argumentativa vê o bbb como sonho e promete viver tudo intensamente #bbb26 #bbb #maratonabigday,"['casa', 'vidro', 'centro', 'oeste', 'jordana', 'paraíso', 'tocantins', 'advogada', 'modelo', 'influenciadora', 'criada', 'entre', 'goiânia', 'brasília', 'carismática', 'vaidosa', 'argumentativa', 'sonho', 'promete', 'viver', 'tudo', 'intensamente']",casa vidro centro oeste jordana paraíso tocantins advogada modelo influenciadora criada entre goiânia brasília carismática vaidosa argumentativa sonho promete viver tudo intensamente
at://did:plc:jx7hzxv5lh3xxsiz5wyq5mqk/app.bsky.feed.post/3mcqcmohvm22b,bafyreiarf4zitwbznickcuwnixaxnfzdil6gvw2sqxb2fab5b73xhrqb6m,Agora uma dúvida sobre o regulamento do bbb: se a jordana tivesse metido a mão na cara do pedo Pedro ela seria expulsa?,2026-01-18 23:43:47.049000+00:00,2,0,10,2026-01-18 23:43:48.031000+00:00,burendoru.bsky.social,gay gigantesca de leque,did:plc:jx7hzxv5lh3xxsiz5wyq5mqk,agora uma dúvida sobre o regulamento do bbb se a jordana tivesse metido a mão na cara do pedo pedro ela seria expulsa,"['dúvida', 'regulamento', 'jordana', 'tivesse', 'metido', 'mão', 'cara', 'pedo', 'pedro', 'seria', 'expulsa']",dúvida regulamento jordana tivesse metido mão cara pedo pedro seria expulsa
at://did:plc:qfw7jjxlqb5nxnglyac6f6yx/app.bsky.feed.post/3mcrsf5wllk2s,bafyreihyjctg6eu6wfnfd7yo2g7awob5ab634e7wcwmzbpuqw3vpse322q,"🚨 Pedro, ex-BBB, está sendo investigado pela Polícia Civil do Rio por suspeita de importunação sexual contra a participante Jordana. O inquérito já está em andamento. Ele será chamado para depor.",2026-01-19 13:58:34.358000+00:00,0,0,0,2026-01-19 13:58:37.331000+00:00,radaragora.bsky.social,𝗥𝗮𝗱𝗮𝗿 𝗔𝗴𝗼𝗿𝗮,did:plc:qfw7jjxlqb5nxnglyac6f6yx,pedro ex bbb está sendo investigado pela polícia civil do rio por suspeita de importunação sexual contra a participante jordana o inquérito já está em andamento ele será chamado para depor,"['pedro', 'sendo', 'investigado', 'polícia', 'civil', 'rio', 'suspeita', 'importunação', 'sexual', 'participante', 'jordana', 'inquérito', 'andamento', 'será', 'chamado', 'depor']",pedro sendo investigado polícia civil rio suspeita importunação sexual participante jordana inquérito andamento será chamado depor
at://did:plc:657jhwkcct5wpj2ydtxtjpwt/app.bsky.feed.post/3mct6wqiops2f,bafyreifngcjwie2nwn7kk2cgbd6zgijry6jdau2te47vwjxq6c4zrz2lk4,Como Jordana é chata #bbb #bbb26,2026-01-20 03:15:48.960000+00:00,0,0,5,2026-01-20 03:15:51.034000+00:00,daviddenislobao.bsky.social,David Denis Lobão,did:plc:657jhwkcct5wpj2ydtxtjpwt,como jordana é chata #bbb #bbb26,"['jordana', 'chata']",jordana chata
at://did:plc:zwxl6dnun52q3ywiao2ad3if/app.bsky.feed.post/3mccmvwaj6fe2,bafyreibon2bnvdtfxfmufbpvmfnu3gtnhhsopduwjbu7k2n6hs3cwzzzwa,"Equipe de Jordana do BBB 26 rebate acusação de fraude em cota racial
https://noticiasdatv.uol.com.br/noticia/bbb/equipe-de-jordana-do-bbb-26-rebate-acusacao-de-fraude-em-cota-racial-146167?utm_source=flipboard&utm_medium=activitypub 

Posted into Entretenimento @entretenimento-FlipboardBR",,0,1,0,2026-01-13 13:17:29.930000+00:00,flipboardbr.flipboard.com.ap.brid.gy,Flipboard Brasil,did:plc:zwxl6dnun52q3ywiao2ad3if,equipe de jordana do bbb 26 rebate acusação de fraude em cota racial posted into entretenimento @entretenimento flipboardbr,"['equipe', 'jordana', 'rebate', 'acusação', 'fraude', 'cota', 'racial', 'posted', 'into', 'entretenimento', 'flipboardbr']",equipe jordana rebate acusação fraude cota racial posted into entretenimento flipboardbr
at://did:plc:74wmfsilr4nyrnhmowtz5qvh/app.bsky.feed.post/3mcbgenh7fc2a,bafyreigk74iu5zw4yaqkuiyqu5ehjtqeuxrblxb462eod6iyxthfotlub4,O contraste entre o curitibano maluco e a Jordana hahaha #BBB,2026-01-13 01:40:56.434000+00:00,0,0,0,2026-01-13 01:40:58.929000+00:00,cassirocha.bsky.social,Cassiano,did:plc:74wmfsilr4nyrnhmowtz5qvh,o contraste entre o curitibano maluco e a jordana hahaha #bbb,"['contraste', 'entre', 'curitibano', 'maluco', 'jordana', 'hahaha']",contraste entre curitibano maluco jordana hahaha
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mcqk7dx4bs2p,bafyreiarkobeuoeh4pbaygh4dp532ya3aza4cwbq7m66l35336bf2jmnre,"A Chaiane e a Ana Paula defenderam a Jordana é impressionante como homem não faz nada. Espero que ele seja preso e a Globo bobeia mto, pior q o Micro-Pênis vai virar pastor evangélico #BBB26 #BBB",2026-01-19 01:59:29.739000+00:00,0,0,3,2026-01-19 01:59:30.633000+00:00,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,a chaiane e a ana paula defenderam a jordana é impressionante como homem não faz nada espero que ele seja preso e a globo bobeia mto pior q o micro pênis vai virar pastor evangélico #bbb26 #bbb,"['chaiane', 'ana', 'paula', 'defenderam', 'jordana', 'impressionante', 'homem', 'faz', 'nada', 'espero', 'seja', 'preso', 'globo', 'bobeia', 'mto', 'pior', 'micro', 'pênis', 'virar', 'pastor', 'evangélico']",chaiane ana paula defenderam jordana impressionante homem faz nada espero seja preso globo bobeia mto pior micro pênis virar pastor evangélico
at://did:plc:mnrqbnd5untvec66imqmcr3d/app.bsky.feed.post/3mcsfdskxms2g,bafyreibo4xzeigwxkynng2fc36ykcrr5lmweqxcpg7chdem3njxdcxloa4,"a jordana ontem falando q nao queria ficar falando disso pra passagem dela no bbb se se resumir a isso e a sarah querendo q a aline use no sincerao, comparando um crime a um comentário da ana de dez anos atrás sobre uma roupa (q ela já assumiu q tava errada) como pode ser tão filha da puta vei",2026-01-19 19:37:50.056000+00:00,2,0,9,2026-01-19 19:37:51.235000+00:00,forkswift.bsky.social,candy,did:plc:mnrqbnd5untvec66imqmcr3d,a jordana ontem falando q nao queria ficar falando disso pra passagem dela no bbb se se resumir a isso e a sarah querendo q a aline use no sincerao comparando um crime a um comentário da ana de dez anos atrás sobre uma roupa q ela já assumiu q tava errada como pode ser tão filha da puta vei,"['jordana', 'ontem', 'falando', 'nao', 'queria', 'ficar', 'falando', 'passagem', 'resumir', 'sarah', 'querendo', 'aline', 'use', 'sincerao', 'comparando', 'crime', 'comentário', 'ana', 'dez', 'anos', 'atrás', 'roupa', 'assumiu', 'errada', 'pode', 'ser', 'filha', 'puta', 'vei']",jordana ontem falando nao queria ficar falando passagem resumir sarah querendo aline use sincerao comparando crime comentário ana dez anos atrás roupa assumiu errada pode ser filha puta vei
at://did:plc:fth6iyscn5icq2trfb4kzitg/app.bsky.feed.post/3mct6rl3iv22a,bafyreidzrktl3njubvhrauhlh2nejkxkw3fuv4azcrsn6unzyvndvhf5he,coitado do leandro tendo que ouvir o gerador de lero lero da jordana #bbb,2026-01-20 03:12:55.517000+00:00,1,0,1,2026-01-20 03:12:56.330000+00:00,isabara.bsky.social,isabella,did:plc:fth6iyscn5icq2trfb4kzitg,coitado do leandro tendo que ouvir o gerador de lero lero da jordana #bbb,"['coitado', 'leandro', 'tendo', 'ouvir', 'gerador', 'lero', 'lero', 'jordana']",coitado leandro tendo ouvir gerador lero lero jordana
at://did:plc:ev7crf6ciwctafk7l42tan5u/app.bsky.feed.post/3mcunlnrdt22x,bafyreihens7p2r2bii2gt4nfozqa5droqgs6rauluzke4wkhgqhu7p6ulq,"BBB 26: O que é o descolamento da pele, dito por Jordana?
ofuxico.com.br/reality-show...",2026-01-20 17:10:42.867000+00:00,0,0,0,2026-01-20 17:10:49.530000+00:00,ofuxicooficial.bsky.social,OFuxico Oficial,did:plc:ev7crf6ciwctafk7l42tan5u,bbb 26 o que é o descolamento da pele dito por jordana ofuxico com br reality show,"['descolamento', 'pele', 'dito', 'jordana', 'ofuxico', 'reality', 'show']",descolamento pele dito jordana ofuxico reality show
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mc4fh7ert524,bafyreihbyzbkc263ix2vct6a7uppzg7e7bugqqth4dklzqdl5jx336re3e,"O povo pedindo para Jordana beijar o Paulo Augusto
AH nemmmmmmmm

#BBB26 #BBB #CasaDeVidro #SeleçãoBBB",,0,1,2,2026-01-11 01:41:10.136000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,o povo pedindo para jordana beijar o paulo augusto ah nemmmmmmmm #bbb26 #bbb #casadevidro #seleçãobbb,"['povo', 'pedindo', 'jordana', 'beijar', 'paulo', 'augusto', 'nemmmmmmmm']",povo pedindo jordana beijar paulo augusto nemmmmmmmm
at://did:plc:u23x2dljjn36qxzeqhbujgq7/app.bsky.feed.post/3mcqmhpekjc2k,bafyreib6ijmi7xd6j23pj6e7t2sl7pkokvm7dryr3vwqyfq5fseh53bttu,"🚨 BBB 26: veja o momento em que Pedro assedia Jordana na despensa; VÍDEO 

📲 www.ibahia.com/diversao/tv/... 

#Ibahia #BBB26 #BBB",2026-01-19 02:39:57.633000+00:00,0,0,0,2026-01-19 02:40:02.630000+00:00,ibahia.bsky.social,ibahia,did:plc:u23x2dljjn36qxzeqhbujgq7,bbb 26 veja o momento em que pedro assedia jordana na despensa vídeo #ibahia #bbb26 #bbb,"['veja', 'momento', 'pedro', 'assedia', 'jordana', 'despensa', 'vídeo']",veja momento pedro assedia jordana despensa vídeo
at://did:plc:ev7crf6ciwctafk7l42tan5u/app.bsky.feed.post/3mcqeawjo6c22,bafyreihvcipfpoesu7fmtm2xs4abpwxnwyjuhrkxp2kr7skquv7usb7wwy,"Pedro desiste do BBB 26 acusado de assédio por Jordana
ofuxico.com.br/reality-show...",2026-01-19 00:13:00.322000+00:00,0,0,1,2026-01-19 00:13:13.833000+00:00,ofuxicooficial.bsky.social,OFuxico Oficial,did:plc:ev7crf6ciwctafk7l42tan5u,pedro desiste do bbb 26 acusado de assédio por jordana ofuxico com br reality show,"['pedro', 'desiste', 'acusado', 'assédio', 'jordana', 'ofuxico', 'reality', 'show']",pedro desiste acusado assédio jordana ofuxico reality show
at://did:plc:u23x2dljjn36qxzeqhbujgq7/app.bsky.feed.post/3mc3q7puxsc2v,bafyreifpwfffurzimnjlgsd7vmwnrvjpbvyxc4fg3mg7jboyy47ig6k2ye,"📺 BBB 26: Jordana detona atitude de Chaiany em Casa de Vidro: 'Forçada'

📲 ibahia.com/diversao/tv/...

#Ibahia #BBB #CasadeVidroBrasilia",2026-01-10 19:21:10.198000+00:00,0,0,0,2026-01-10 19:21:16.734000+00:00,ibahia.bsky.social,ibahia,did:plc:u23x2dljjn36qxzeqhbujgq7,bbb 26 jordana detona atitude de chaiany em casa de vidro forçada ibahia com diversao tv #ibahia #bbb #casadevidrobrasilia,"['jordana', 'detona', 'atitude', 'chaiany', 'casa', 'vidro', 'forçada', 'ibahia', 'diversao']",jordana detona atitude chaiany casa vidro forçada ibahia diversao
at://did:plc:vqrsmhe6gpw3y7mijlg6o7zt/app.bsky.feed.post/3mcpqtix65c2d,bafyreibmiqdam366obbdctaf6tyerjwgov7x5rmuq7x5urwcyt6e2eh5hu,"Obriguei meu namorado a ver bbb comigo, ele apaixonou no juliano floss e agora a gente vai ter que começar a pegar twink.",2026-01-18 18:25:28.785000+00:00,1,0,12,2026-01-18 18:25:29.532000+00:00,arrigo.bsky.social,Arrigo,did:plc:vqrsmhe6gpw3y7mijlg6o7zt,obriguei meu namorado a ver bbb comigo ele apaixonou no juliano floss e agora a gente vai ter que começar a pegar twink,"['obriguei', 'namorado', 'ver', 'comigo', 'apaixonou', 'juliano', 'floss', 'gente', 'ter', 'começar', 'pegar', 'twink']",obriguei namorado ver comigo apaixonou juliano floss gente ter começar pegar twink
at://did:plc:fwaqzgwrys6aj6rdivs2tx7k/app.bsky.feed.post/3mcjoyekcz22u,bafyreifpxjwnvihy4z76rrxpulhlgnje6zyqayatk4lo2yo2uld4n5ykiu,procurando cortes do juliano floss no bbb o cara é mt gente boa,2026-01-16 08:36:26.029000+00:00,1,0,21,2026-01-16 08:36:28.229000+00:00,sejaocowboy.bsky.social,Lenin de minissaia,did:plc:fwaqzgwrys6aj6rdivs2tx7k,procurando cortes do juliano floss no bbb o cara é mt gente boa,"['procurando', 'cortes', 'juliano', 'floss', 'cara', 'gente']",procurando cortes juliano floss cara gente
at://did:plc:ppudzzkdrtjzwao3a3676ebr/app.bsky.feed.post/3mcgbdo4omc2n,bafyreiaytltgjgvljbykzk7pvd4cxdhwpd5d4zsuy43brhddfptcjvwczy,"""Como diria Bataille, o excesso é onde a verdade aparece. Re-Animator, de 85, entende isso melhor que muito cinema 'sério': usa gore, humor e ciência pra falar de desejo, poder e o horror de tentar controlar a vida. Um clássico porque nunca subestima o próprio caos"", DISPARA Juliano Floss",2026-01-14 23:54:13.467000+00:00,1,19,64,2026-01-14 23:54:17.831000+00:00,enbygojira.bsky.social,parens,did:plc:ppudzzkdrtjzwao3a3676ebr,como diria bataille o excesso é onde a verdade aparece re animator de 85 entende isso melhor que muito cinema sério usa gore humor e ciência pra falar de desejo poder e o horror de tentar controlar a vida um clássico porque nunca subestima o próprio caos dispara juliano floss,"['diria', 'bataille', 'excesso', 'onde', 'verdade', 'aparece', 'animator', 'entende', 'melhor', 'cinema', 'sério', 'usa', 'gore', 'humor', 'ciência', 'falar', 'desejo', 'poder', 'horror', 'tentar', 'controlar', 'vida', 'clássico', 'nunca', 'subestima', 'próprio', 'caos', 'dispara', 'juliano', 'floss']",diria bataille excesso onde verdade aparece animator entende melhor cinema sério usa gore humor ciência falar desejo poder horror tentar controlar vida clássico nunca subestima próprio caos dispara juliano floss
